aluminium,arsenic,cadmium,chloramine,chromium,is_safe
2.11,0.02,0.004,1.07,0.01,1
1.35,0.01,0.002,0.36,0.06,1
1.13,0.012,0.002,1.36,0.02,1
1.22,0.004,0.005,3.8,0.04,1
0.78,0.018,0.005,1.3,0.01,1
2.14,0.001,0.002,2.68,0.05,1
2.28,0.005,0.001,0.11,0.08,1
0.38,0.002,0.003,1.43,0.05,1
1.78,0.003,0.002,1.71,0.09,1
2.4,0.015,0.004,3.86,0.08,1
0.52,0.015,0.002,2.49,0.07,1
1.33,0.02,0.001,3.63,0.06,1
2.22,0.014,0.003,0.84,0.05,1
0.9,0.002,0.002,0.69,0.1,1
1.57,0.007,0.002,3.55,0.09,1
2.12,0.016,0.002,3.44,0.05,1
0.96,0.005,0.002,0.88,0.08,1
1.12,0.006,0.002,0.57,0.06,1
0.13,0.011,0.005,0.49,0.02,1
1.72,0.004,0.002,3.13,0.04,1
2.76,0.003,0.003,2.66,0.07,1
2,0.001,0.002,2,0.08,1
1.96,0.02,0.002,2.85,0.1,1
0.96,0.017,0.002,3.28,0.07,1
1.19,0.003,0.003,3.69,0.03,1
1.92,0.011,0.002,3.2,0.03,1
2,0.003,0.003,0.49,0.09,1
0.14,0.014,0.001,3.06,0.02,1
0.39,0.015,0.005,3.52,0.1,1
0.9,0.001,0.002,2.25,0.02,1
2.04,0.005,0.004,1.61,0.07,1
0.95,0.016,0.004,2.68,0.09,1
2.32,0.01,0.005,2.68,0.08,1
0.93,0.018,0.003,2.01,0.06,1
0.47,0.003,0.003,0.52,0.1,1
2.76,0.002,0.003,2.25,0.08,1
1.28,0.004,0.002,0.19,0.08,1
2.69,0.02,0.004,2.67,0.03,1
1.93,0.015,0.003,2.52,0.04,1
2.04,0.004,0.002,1,0.09,1
0.64,0.004,0.002,1.27,0.04,1
0.75,0.011,0.002,1.18,0.08,1
1.26,0.017,0.003,1.97,0.06,1
2.49,0.008,0.002,1.14,0.04,1
2.48,0.003,0.003,0.15,0.04,1
0.56,0.019,0.003,3.36,0.04,1
1.75,0.017,0.002,2.35,0.04,1
1.23,0.01,0.005,0.52,0.02,1
1.31,0.004,0.002,3.79,0.06,1
0.91,0.01,0.005,3.99,0.06,1
1.3,0.015,0.001,2.12,0.06,1
1.95,0.007,0.002,1.21,0.01,1
2.56,0.01,0.003,1.94,0.08,1
0.12,0.007,0.003,2.28,0.05,1
2.04,0.008,0.004,2.97,0.08,1
2.71,0.003,0.003,2.44,0.01,1
1.41,0.004,0.004,3.16,0.02,1
2.43,0.019,0.003,1.49,0.06,1
1.96,0.006,0.002,0.61,0.09,1
2.78,0.01,0.004,3.13,0.05,1
0.66,0.015,0.002,1.85,0.1,1
0.53,0.009,0.002,3.35,0.03,1
1.28,0.015,0.003,1.33,0.08,1
1.24,0.019,0.002,1.63,0.06,1
1.07,0.01,0.004,3.63,0.04,1
0.31,0.018,0.003,2.37,0.03,1
2.06,0.005,0.003,1.42,0.1,1
1.97,0.002,0.001,2.94,0.03,1
0.25,0.017,0.002,2.4,0.04,1
0.35,0.003,0.002,1.65,0.04,1
2.74,0.006,0.003,0.25,0.08,1
0.55,0.015,0.003,3.92,0.01,1
1.34,0.013,0.002,2.94,0.09,1
0.35,0.016,0.004,0.94,0.03,1
2.6,0.001,0.005,2.11,0.08,1
0.45,0.008,0.005,1.84,0.02,1
0.69,0.016,0.003,1.19,0.05,1
1.08,0.003,0.002,2.6,0.1,1
1.8,0.001,0.003,1.9,0.09,1
2.78,0.01,0.001,2.38,0.03,1
0.6,0.014,0.004,3.37,0.04,1
1.11,0.02,0.001,0.78,0.03,1
1.51,0.007,0.004,3.27,0.07,1
1.93,0.013,0.003,2.82,0.02,1
2.37,0.002,0.004,3.16,0.03,1
0.29,0.009,0.004,1.21,0.07,1
0.55,0.019,0.002,3.57,0.06,1
2.71,0.015,0.002,3.45,0.07,1
2.48,0.004,0.004,3.71,0.08,1
0.23,0.009,0.002,3.57,0.09,1
0.44,0.002,0.004,2.27,0.06,1
1.92,0.007,0.004,2.36,0.02,1
1.48,0.005,0.002,0.87,0.01,1
0.99,0.02,0.003,3.02,0.02,1
0.84,0.017,0.003,3.05,0.02,1
0.61,0.016,0.004,3.31,0.04,1
0.61,0.006,0.004,3.08,0.05,1
2.67,0.003,0.002,2.23,0.02,1
2.71,0.014,0.004,0.83,0.09,1
2.25,0.009,0.001,1.49,0.08,1
2.25,0.009,0.003,1.19,0.05,1
1.89,0.001,0.003,0.66,0.03,1
0.21,0.016,0.003,1.09,0.02,1
0.46,0.016,0.003,0.29,0.06,1
0.19,0.009,0.003,2.38,0.08,1
2.07,0.017,0.004,3.72,0.06,1
0.26,0.004,0.004,1.6,0.04,1
1.2,0.015,0.004,2.62,0.05,1
0.1,0.005,0.003,2.29,0.05,1
0.62,0.015,0.004,3.52,0.03,1
2.34,0.001,0.002,0.97,0.05,1
0.14,0.008,0.003,3.42,0.08,1
0.74,0.017,0.003,0.36,0.06,1
1.8,0.003,0.004,3.58,0.02,1
1.33,0.016,0.004,0.54,0.03,1
2.42,0.009,0.004,2.82,0.08,1
0.48,0.008,0.002,1.48,0.01,1
1.9,0.003,0.004,3.42,0.06,1
1.96,0.016,0.003,1.05,0.02,1
0.47,0.013,0.003,2.59,0.09,1
1.13,0.004,0.004,0.5,0.08,1
2.58,0.014,0.002,0.58,0.09,1
1.6,0.002,0.003,3.61,0.04,1
1.45,0.003,0.003,0.84,0.09,1
1.47,0.007,0.001,0.29,0.07,1
2.28,0.014,0.002,1.72,0.06,1
1.71,0.004,0.004,3,0.02,1
2.17,0.004,0.001,2.11,0.06,1
0.23,0.016,0.003,1.29,0.09,1
0.55,0.003,0.002,2.55,0.08,1
1.2,0.013,0.004,2.23,0.06,1
2.73,0.008,0.002,1.92,0.01,1
2.58,0.008,0.002,3.16,0.09,1
2,0.016,0.001,0.19,0.08,1
2.28,0.002,0.004,3.63,0.07,1
1.64,0.002,0.003,2.13,0.05,1
1.97,0.004,0.003,3.66,0.08,1
0.49,0.017,0.003,1.89,0.07,1
0.57,0.016,0.005,1.19,0.09,1
0.51,0.013,0.001,3.26,0.03,1
2.23,0.016,0.003,3.77,0.05,1
1.79,0.015,0.001,2.62,0.03,1
0.53,0.013,0.004,3.81,0.07,1
2.3,0.012,0.005,0.73,0.03,1
0.68,0.008,0.002,1.42,0.06,1
2.56,0.011,0.004,0.33,0.08,1
0.67,0.003,0.002,3.78,0.07,1
1.98,0.009,0.005,0.8,0.08,1
0.5,0.019,0.001,0.26,0.05,1
1.78,0.017,0.002,2.53,0.07,1
0.65,0.014,0.002,3.48,0.02,1
1.32,0.004,0.005,2.83,0.04,1
2.37,0.008,0.003,3.76,0.05,1
1.53,0.005,0.002,3.32,0.05,1
2.18,0.004,0.004,0.66,0.01,1
2.37,0.006,0.005,2.42,0.06,1
1.67,0.004,0.002,2.95,0.09,1
2.71,0.01,0.003,1.46,0.04,1
0.41,0.001,0.002,1.23,0.02,1
1.59,0.008,0.003,2.1,0.06,1
0.56,0.019,0.004,3.69,0.04,1
0.49,0.01,0.004,2.76,0.01,1
1.38,0.008,0.002,1.6,0.02,1
1.17,0.009,0.002,3.15,0.01,1
1.95,0.004,0.003,0.78,0.03,1
2.45,0.004,0.003,3.21,0.04,1
1.02,0.015,0.004,2.9,0.02,1
1.21,0.011,0.005,2.94,0.04,1
1.09,0.003,0.003,0.42,0.08,1
2.7,0.005,0.001,1.68,0.09,1
0.56,0.004,0.002,1.66,0.04,1
0.17,0.019,0.003,2.93,0.06,1
0.76,0.014,0.002,1.25,0.09,1
0.73,0.013,0.003,0.57,0.06,1
0.85,0.007,0.002,3.04,0.05,1
1.42,0.019,0.004,2.3,0.06,1
1.56,0.005,0.004,1.38,0.03,1
1.76,0.006,0.002,2.58,0.02,1
1.62,0.019,0.002,2.22,0.09,1
0.85,0.001,0.004,2.69,0.06,1
0.6,0.016,0.003,0.41,0.09,1
2.27,0.02,0.004,0.47,0.06,1
1.48,0.01,0.003,0.97,0.09,1
0.67,0.017,0.005,1.93,0.07,1
2.05,0.014,0.003,3.21,0.05,1
0.35,0.018,0.001,3.58,0.08,1
0.69,0.018,0.004,2.67,0.04,1
0.75,0.015,0.003,2.77,0.03,1
1.35,0.002,0.004,1.24,0.03,1
1.92,0.004,0.003,3.4,0.08,1
0.54,0.016,0.002,0.37,0.02,1
2.66,0.009,0.003,2.59,0.09,1
1.9,0.001,0.002,1.03,0.05,1
1.82,0.011,0.001,0.67,0.03,1
0.63,0.004,0.002,3.59,0.07,1
2.56,0.016,0.001,1.87,0.06,1
2.77,0.005,0.003,1.67,0.02,1
0.76,0.003,0.004,3.33,0.05,1
1.18,0.011,0.003,2.77,0.09,1
0.7,0.007,0.002,0.89,0.02,1
2.59,0.011,0.003,0.6,0.04,1
0.67,0.01,0.005,1.28,0.08,1
2.44,0.012,0.003,2.6,0.08,1
1.1,0.007,0.003,3.63,0.01,1
0.17,0.017,0.004,0.61,0.04,1
0.6,0.01,0.003,3.3,0.1,1
1.89,0.014,0.003,1.13,0.02,1
2.41,0.017,0.002,3.77,0.02,1
1.96,0.009,0.002,2.1,0.03,1
0.28,0.004,0.003,3.47,0.04,1
0.75,0.009,0.002,3.7,0.01,1
2.45,0.012,0.003,1.31,0.07,1
0.83,0.006,0.003,3.83,0.06,1
1.63,0.004,0.003,1.82,0.08,1
1.24,0.016,0.002,2.65,0.05,1
1.6,0.011,0.005,2.18,0.02,1
2.77,0.004,0.003,2.44,0.06,1
2.62,0.009,0.002,3.69,0.07,1
0.3,0.015,0.001,0.96,0.07,1
1.11,0.015,0.003,0.21,0.05,1
1.04,0.014,0.002,0.24,0.1,1
0.26,0.002,0.004,3.36,0.07,1
2.53,0.015,0.004,2.73,0.08,1
1.08,0.016,0.004,0.67,0.03,1
2.7,0.017,0.002,0.19,0.04,1
2.58,0.005,0.001,2.61,0.02,1
2.4,0.011,0.005,2.01,0.05,1
1.86,0.003,0.004,3.15,0.09,1
0.24,0.013,0.003,0.48,0.06,1
2.57,0.017,0.003,2.48,0.09,1
2.41,0.018,0.005,0.39,0.05,1
0.72,0.014,0.003,0.27,0.05,1
1.58,0.014,0.003,3.53,0.04,1
1.89,0.01,0.001,3.47,0.02,1
0.49,0.01,0.004,3.03,0.04,1
0.61,0.002,0.004,1.35,0.08,1
0.92,0.018,0.003,3.9,0.01,1
0.44,0.007,0.002,2.61,0.04,1
0.23,0.018,0.005,2.12,0.06,1
1.06,0.01,0.003,0.6,0.08,1
0.49,0.004,0.003,2.25,0.01,1
1.97,0.014,0.002,3.56,0.03,1
2.69,0.008,0.004,1.06,0.03,1
2.43,0.016,0.004,2.14,0.09,1
1.83,0.011,0.004,3.24,0.05,1
1.06,0.007,0.003,3.81,0.1,1
2.72,0.001,0.005,0.16,0.08,1
2.04,0.014,0.002,2.14,0.1,1
0.66,0.012,0.005,1.5,0.08,1
1.61,0.004,0.004,2.5,0.06,1
1.34,0.01,0.005,3.79,0.01,1
0.47,0.015,0.004,0.99,0.04,1
0.83,0.018,0.004,1.53,0.09,1
0.89,0.012,0.002,0.32,0.06,1
2.04,0.003,0.005,2.9,0.04,1
2,0.013,0.003,3.79,0.1,1
2.04,0.002,0.005,2.59,0.05,1
2.43,0.016,0.002,1.55,0.02,1
1.48,0.006,0.002,3.47,0.07,1
1.75,0.005,0.003,1.79,0.01,1
2.62,0.017,0.003,2.82,0.08,1
0.33,0.017,0.005,1.25,0.06,1
2.78,0.008,0.003,1.58,0.09,1
1.73,0.002,0.002,2.03,0.08,1
1.79,0.01,0.001,2.56,0.04,1
2.43,0.015,0.004,3.82,0.03,1
1.34,0.006,0.003,3.61,0.05,1
2.3,0.009,0.003,0.47,0.02,1
0.23,0.005,0.003,1.79,0.07,1
0.72,0.002,0.003,0.27,0.06,1
1.74,0.017,0.003,2.86,0.06,1
2.69,0.01,0.005,0.8,0.08,1
2.04,0.007,0.003,2.12,0.01,1
2.73,0.005,0.002,3.25,0.09,1
0.3,0.012,0.003,1.6,0.08,1
0.5,0.018,0.002,2.63,0.07,1
1.69,0.005,0.004,2.68,0.02,1
1.9,0.014,0.001,2.32,0.05,1
1.59,0.009,0.004,3.56,0.1,1
1.16,0.018,0.004,0.59,0.03,1
0.51,0.003,0.001,1.7,0.05,1
2.36,0.009,0.004,3.44,0.05,1
1.24,0.016,0.004,3.86,0.03,1
1.55,0.006,0.003,0.37,0.08,1
1.03,0.002,0.001,0.14,0.02,1
0.76,0.01,0.005,1.83,0.07,1
0.61,0.008,0.005,3.02,0.04,1
2.14,0.017,0.003,1.42,0.07,1
1.58,0.004,0.001,0.32,0.05,1
0.2,0.02,0.001,3.37,0.02,1
2.66,0.007,0.002,3.77,0.06,1
2.8,0.008,0.003,2.83,0.03,1
2.55,0.011,0.003,1.24,0.06,1
2.32,0.017,0.003,0.45,0.1,1
0.97,0.013,0.003,3.01,0.01,1
1.74,0.002,0.003,2.84,0.04,1
1.06,0.008,0.004,1.85,0.09,1
1.88,0.005,0.003,3.73,0.05,1
2.69,0.004,0.004,2.62,0.1,1
1.63,0.019,0.004,0.77,0.05,1
1.96,0.02,0.002,0.69,0.05,1
1.29,0.018,0.003,0.11,0.01,1
2.5,0.009,0.002,3.1,0.07,1
1.8,0.002,0.002,0.69,0.09,1
0.39,0.017,0.002,3.57,0.07,1
1.99,0.017,0.005,2.01,0.03,1
0.37,0.01,0.001,3.88,0.07,1
2.15,0.009,0.002,3.05,0.04,1
2.6,0.015,0.002,0.84,0.09,1
2.2,0.018,0.002,0.69,0.03,1
0.56,0.018,0.003,3.16,0.09,1
1.43,0.019,0.004,2.28,0.02,1
1.88,0.013,0.004,2.19,0.05,1
1.43,0.002,0.004,2.34,0.08,1
0.11,0.006,0.003,2.19,0.06,1
2.56,0.003,0.001,3.92,0.07,1
2.1,0.003,0.005,2.26,0.08,1
0.96,0.001,0.004,3.17,0.04,1
2.72,0.018,0.001,3.72,0.05,1
1.93,0.002,0.004,3.73,0.09,1
0.93,0.011,0.005,0.66,0.08,1
1.71,0.013,0.002,3.67,0.1,1
1.24,0.004,0.002,0.46,0.09,1
1.6,0.002,0.003,1.56,0.05,1
0.31,0.019,0.002,3.64,0.06,1
1.08,0.014,0.004,1.1,0.04,1
2.75,0.02,0.005,1.44,0.05,1
2.03,0.01,0.003,1.63,0.06,1
1.03,0.014,0.002,3.39,0.09,1
0.92,0.018,0.002,1.27,0.09,1
1.31,0.016,0.003,0.47,0.08,1
1.23,0.007,0.003,0.72,0.06,1
1.5,0.015,0.001,3.19,0.1,1
0.72,0.017,0.003,2.54,0.06,1
0.58,0.003,0.004,2.98,0.1,1
0.66,0.004,0.004,1.16,0.02,1
0.73,0.018,0.001,2.53,0.06,1
1.38,0.013,0.003,0.59,0.05,1
2.34,0.005,0.001,0.69,0.02,1
2.73,0.01,0.005,3.97,0.02,1
1.71,0.014,0.003,0.91,0.01,1
1.38,0.007,0.002,1.95,0.05,1
2.64,0.001,0.003,1.33,0.04,1
1.04,0.011,0.003,2.97,0.05,1
0.82,0.006,0.002,3.61,0.01,1
1.41,0.002,0.004,3.75,0.09,1
1.64,0.006,0.004,3.2,0.09,1
1.9,0.014,0.001,1.59,0.09,1
1.83,0.001,0.001,3.78,0.03,1
1.04,0.014,0.003,4,0.08,1
2.16,0.019,0.004,3.44,0.07,1
0.8,0.003,0.003,1.34,0.1,1
1.92,0.013,0.002,2.71,0.08,1
1.72,0.017,0.002,3,0.02,1
0.41,0.014,0.004,3.5,0.08,1
1.82,0.004,0.004,2.21,0.01,1
2.54,0.019,0.005,1.5,0.03,1
1.2,0.012,0.004,0.32,0.1,1
2.63,0.003,0.002,2.08,0.04,1
0.16,0.018,0.005,1.72,0.04,1
1.18,0.013,0.002,0.96,0.08,1
2.65,0.018,0.003,1.33,0.02,1
2.03,0.017,0.003,1.87,0.06,1
2.18,0.001,0.004,1.51,0.02,1
0.23,0.012,0.005,1.45,0.1,1
1.53,0.001,0.002,2.39,0.03,1
1.24,0.018,0.003,2.07,0.02,1
1.06,0.005,0.004,0.82,0.05,1
2.54,0.018,0.003,2.1,0.07,1
2.21,0.004,0.001,1.75,0.08,1
0.86,0.011,0.002,2.82,0.08,1
1.74,0.01,0.003,0.82,0.06,1
0.14,0.019,0.003,1.28,0.05,1
1.82,0.007,0.001,2.89,0.06,1
0.54,0.012,0.004,2.39,0.05,1
0.93,0.014,0.001,2.07,0.08,1
2.27,0.007,0.001,2.31,0.06,1
0.45,0.017,0.004,3.78,0.07,1
1.7,0.004,0.004,2.81,0.04,1
0.89,0.019,0.004,0.56,0.04,1
1.39,0.019,0.003,2.05,0.08,1
0.23,0.011,0.003,3.42,0.08,1
2.58,0.008,0.002,2.19,0.07,1
2.07,0.005,0.005,2.55,0.08,1
0.47,0.02,0.005,2.83,0.05,1
0.65,0.018,0.002,2.83,0.02,1
1.72,0.004,0.002,2.27,0.06,1
2.1,0.013,0.003,1.63,0.04,1
2.69,0.013,0.001,1.62,0.09,1
0.48,0.003,0.003,0.45,0.09,1
1.7,0.009,0.004,2.05,0.07,1
2.32,0.017,0.005,0.29,0.05,1
2.78,0.017,0.004,2.57,0.02,1
2.32,0.004,0.005,1.36,0.08,1
1.11,0.015,0.003,3.22,0.03,1
1.87,0.004,0.004,2.9,0.05,1
1.88,0.008,0.002,2.77,0.09,1
2.25,0.014,0.005,2.18,0.06,1
2.13,0.012,0.003,2.66,0.03,1
2.33,0.016,0.001,1.13,0.09,1
2.22,0.017,0.001,3.41,0.1,1
2.66,0.01,0.004,3.13,0.01,1
0.17,0.012,0.002,0.61,0.08,1
2.36,0.003,0.005,1.02,0.07,1
2.49,0.012,0.004,2.12,0.06,1
0.42,0.007,0.003,1.41,0.05,1
0.14,0.015,0.002,3.66,0.04,1
2.76,0.007,0.004,3.3,0.01,1
1.46,0.004,0.004,0.42,0.05,1
0.38,0.006,0.003,3.38,0.02,1
0.89,0.01,0.001,3.5,0.02,1
2.15,0.014,0.002,2.6,0.02,1
1.46,0.016,0.004,1.25,0.09,1
1.29,0.019,0.004,1.04,0.09,1
2.4,0.009,0.002,3.67,0.07,1
0.35,0.011,0.002,2.37,0.07,1
0.61,0.002,0.004,2.52,0.09,1
1.99,0.01,0.003,0.38,0.02,1
1.57,0.015,0.004,2.95,0.1,1
1.31,0.002,0.003,1.97,0.07,1
0.9,0.015,0.003,3.04,0.08,1
2.17,0.005,0.004,2.14,0.05,1
0.59,0.019,0.003,0.71,0.01,1
2.39,0.005,0.001,2.47,0.02,1
0.27,0.006,0.003,1.38,0.09,1
1.34,0.01,0.001,3.23,0.09,1
1.94,0.016,0.003,1.84,0.02,1
0.62,0.01,0.002,1.48,0.02,1
2.33,0.019,0.003,2.74,0.1,1
1.59,0.005,0.001,3.91,0.07,1
0.89,0.017,0.003,1.88,0.02,1
1.65,0.008,0.001,2.16,0.06,1
2.28,0.02,0.003,0.4,0.07,1
0.52,0.016,0.003,0.41,0.02,1
1.65,0.017,0.005,1.36,0.09,1
2.44,0.002,0.002,2.44,0.03,1
0.93,0.013,0.004,0.51,0.04,1
1.31,0.011,0.005,3.63,0.02,1
0.42,0.008,0.002,0.43,0.06,1
1.39,0.011,0.003,1.4,0.06,1
0.93,0.013,0.002,3.04,0.02,1
0.8,0.005,0.004,0.58,0.05,1
2.57,0.007,0.004,1.09,0.02,1
1.36,0.006,0.003,1.39,0.05,1
0.12,0.015,0.004,3.63,0.07,1
0.63,0.016,0.003,1.62,0.02,1
0.9,0.019,0.003,1.76,0.09,1
1.68,0.011,0.005,1.6,0.03,1
2.67,0.016,0.003,2.11,0.03,1
2.42,0.011,0.003,3.37,0.04,1
1.71,0.011,0.004,0.56,0.08,1
1.97,0.009,0.003,2.55,0.08,1
0.78,0.005,0.001,0.73,0.09,1
1.62,0.004,0.004,1.12,0.05,1
1.86,0.005,0.004,3.83,0.04,1
2.23,0.005,0.002,3.95,0.07,1
0.23,0.005,0.001,1.35,0.02,1
0.87,0.004,0.004,1.89,0.08,1
1.98,0.019,0.004,1.2,0.01,1
0.26,0.008,0.003,1.48,0.07,1
2.74,0.007,0.003,1.06,0.06,1
1.36,0.014,0.005,3.65,0.06,1
1.77,0.004,0.002,2.18,0.02,1
1.61,0.003,0.003,0.75,0.03,1
1.64,0.016,0.003,0.78,0.02,1
1.77,0.013,0.003,0.74,0.08,1
0.19,0.017,0.004,1.84,0.07,1
1.43,0.009,0.002,2.54,0.02,1
1.16,0.017,0.002,1.31,0.08,1
0.58,0.012,0.004,1.64,0.09,1
0.94,0.007,0.002,0.38,0.08,1
0.52,0.001,0.004,1.08,0.02,1
1.14,0.005,0.001,1.05,0.03,1
2.64,0.015,0.001,3.41,0.02,1
0.98,0.008,0.004,1.01,0.06,1
0.23,0.009,0.005,1.97,0.08,1
2.16,0.003,0.003,2.22,0.03,1
2.12,0.007,0.003,3.7,0.08,1
1.7,0.007,0.005,0.87,0.06,1
0.64,0.011,0.004,1.71,0.02,1
1.57,0.016,0.003,3.24,0.07,1
1.18,0.018,0.002,0.66,0.09,1
0.81,0.019,0.001,1.47,0.01,1
1.19,0.005,0.004,1.68,0.06,1
0.6,0.017,0.001,2.8,0.06,1
2.33,0.003,0.005,1.2,0.02,1
0.28,0.001,0.004,1.43,0.07,1
0.99,0.019,0.004,0.47,0.1,1
1.76,0.016,0.003,3.77,0.02,1
2.77,0.004,0.002,1.04,0.08,1
1.47,0.018,0.001,0.47,0.01,1
1.36,0.003,0.004,2.12,0.03,1
0.43,0.018,0.004,1.38,0.04,1
0.91,0.018,0.005,0.98,0.04,1
2.25,0.018,0.005,3.77,0.08,1
1.45,0.005,0.003,0.31,0.06,1
1.84,0.002,0.003,0.74,0.09,1
0.91,0.01,0.004,1.28,0.1,1
1.02,0.016,0.005,0.51,0.09,1
0.22,0.015,0.004,2.58,0.07,1
0.41,0.01,0.002,2.2,0.08,1
1.18,0.012,0.003,1.74,0.04,1
0.54,0.006,0.002,0.88,0.04,1
1.13,0.013,0.001,3.94,0.06,1
1.91,0.014,0.005,3.66,0.06,1
2.57,0.011,0.003,2.78,0.02,1
0.75,0.016,0.003,1.69,0.01,1
0.4,0.007,0.002,3.07,0.06,1
0.44,0.002,0.004,2,0.07,1
0.73,0.014,0.003,2.7,0.07,1
0.6,0.011,0.001,1.27,0.04,1
0.3,0.019,0.001,2.54,0.07,1
0.39,0.004,0.005,3.93,0.09,1
1.56,0.003,0.003,2.87,0.07,1
0.53,0.006,0.002,3.79,0.1,1
1.69,0.014,0.004,1.55,0.02,1
0.15,0.019,0.002,0.36,0.04,1
2.33,0.012,0.001,3.93,0.03,1
2.48,0.016,0.001,2.58,0.06,1
0.56,0.015,0.003,2.82,0.02,1
0.61,0.006,0.001,1.04,0.06,1
2.05,0.003,0.004,3.73,0.08,1
2.54,0.004,0.003,3.97,0.03,1
0.74,0.011,0.005,3.64,0.04,1
1.4,0.004,0.002,1.12,0.03,1
1.31,0.011,0.005,1.81,0.04,1
0.61,0.013,0.004,0.23,0.05,1
0.17,0.002,0.001,0.36,0.02,1
2.32,0.001,0.003,3.84,0.06,1
0.55,0.009,0.002,0.57,0.09,1
2.46,0.019,0.004,2.09,0.04,1
0.51,0.007,0.004,3.64,0.09,1
1.89,0.016,0.001,2.79,0.07,1
2.62,0.01,0.003,3.54,0.07,1
0.66,0.02,0.002,3.77,0.05,1
0.93,0.02,0.005,3.68,0.05,1
2.42,0.02,0.004,2.49,0.03,1
1.84,0.008,0.004,3.28,0.07,1
2.43,0.005,0.001,0.82,0.02,1
1.1,0.006,0.004,2.75,0.08,1
0.25,0.008,0.005,1.53,0.06,1
2.77,0.005,0.003,1.09,0.09,1
0.41,0.017,0.001,1.78,0.02,1
2.65,0.014,0.004,2.31,0.05,1
1.04,0.015,0.005,0.7,0.08,1
1.8,0.012,0.001,0.58,0.08,1
1.23,0.003,0.005,2.23,0.06,1
1.75,0.001,0.005,3.93,0.04,1
2.55,0.014,0.003,3.4,0.03,1
2.33,0.014,0.003,2.49,0.01,1
1.48,0.019,0.004,0.94,0.02,1
0.47,0.018,0.002,0.4,0.02,1
1.08,0.013,0.004,1.97,0.05,1
1.56,0.002,0.005,1.14,0.02,1
2.67,0.004,0.001,0.74,0.01,1
1.01,0.017,0.002,1.65,0.09,1
1.39,0.012,0.003,0.43,0.09,1
0.59,0.011,0.004,1.89,0.08,1
2.77,0.006,0.001,3.85,0.07,1
1,0.007,0.002,3.73,0.07,1
1.96,0.002,0.001,3.6,0.08,1
1.83,0.004,0.003,0.85,0.02,1
2.45,0.016,0.002,1.82,0.03,1
1.06,0.002,0.002,4,0.02,1
1.96,0.011,0.002,3.96,0.02,1
1.89,0.016,0.005,3.5,0.02,1
2.66,0.011,0.005,2.5,0.09,1
2.38,0.016,0.005,2.31,0.08,1
1.32,0.02,0.004,0.41,0.02,1
0.15,0.017,0.004,1.8,0.08,1
2.48,0.008,0.004,3.74,0.05,1
2.49,0.007,0.004,3.28,0.1,1
1.49,0.019,0.001,1.71,0.02,1
2.13,0.006,0.004,0.81,0.02,1
0.69,0.015,0.001,0.21,0.01,1
2.01,0.001,0.002,1.88,0.09,1
0.18,0.014,0.003,0.78,0.01,1
1.23,0.013,0.001,1.84,0.08,1
2.77,0.016,0.001,2.36,0.04,1
0.97,0.011,0.003,3.03,0.08,1
2.17,0.011,0.003,0.28,0.02,1
0.95,0.003,0.002,2.49,0.03,1
0.56,0.02,0.005,2.66,0.06,1
1.56,0.011,0.002,0.85,0.04,1
2.73,0.003,0.002,2.75,0.02,1
2.67,0.009,0.004,0.14,0.02,1
2.05,0.007,0.003,0.99,0.04,1
2.57,0.01,0.003,1.28,0.08,1
1.17,0.01,0.004,0.48,0.08,1
1.99,0.008,0.004,2.67,0.09,1
2.4,0.017,0.004,1.53,0.02,1
2.15,0.019,0.002,2.38,0.05,1
2.21,0.012,0.001,1.3,0.09,1
2.04,0.014,0.001,2.78,0.03,1
1.53,0.007,0.001,1.55,0.08,1
2.42,0.003,0.003,1.8,0.06,1
0.75,0.002,0.001,4,0.04,1
2.41,0.019,0.002,1.8,0.06,1
0.8,0.019,0.001,3.47,0.05,1
0.18,0.013,0.002,2.01,0.08,1
0.15,0.004,0.004,3.47,0.02,1
1.66,0.009,0.002,3.27,0.05,1
1.86,0.004,0.002,3.11,0.09,1
2.15,0.014,0.002,1.49,0.09,1
2.51,0.003,0.005,2.25,0.08,1
2.34,0.015,0.004,1.67,0.08,1
2.28,0.002,0.004,3.49,0.07,1
0.88,0.01,0.001,0.82,0.05,1
0.54,0.017,0.003,2.4,0.04,1
0.57,0.019,0.004,2.19,0.05,1
2.72,0.02,0.002,1.55,0.09,1
0.67,0.002,0.004,0.32,0.05,1
2.7,0.01,0.003,1.39,0.05,1
1.86,0.013,0.005,0.79,0.07,1
1.15,0.008,0.003,1.43,0.09,1
2.05,0.013,0.002,1.13,0.03,1
0.4,0.009,0.003,1.57,0.04,1
2.7,0.009,0.002,3.35,0.07,1
1.83,0.006,0.003,2.69,0.07,1
1.32,0.007,0.003,0.55,0.07,1
1.24,0.005,0.001,0.71,0.09,1
0.8,0.015,0.002,2.51,0.07,1
0.85,0.018,0.002,3.86,0.02,1
2,0.011,0.004,2.83,0.05,1
0.71,0.004,0.004,3.34,0.08,1
0.26,0.009,0.002,1.33,0.04,1
1.33,0.008,0.002,2.63,0.06,1
1.42,0.017,0.002,1.82,0.03,1
2.22,0.003,0.004,2.92,0.07,1
0.11,0.016,0.002,3.4,0.01,1
1.69,0.016,0.005,0.9,0.06,1
2.53,0.001,0.001,2.88,0.09,1
1.43,0.015,0.005,1.57,0.05,1
0.37,0.01,0.001,0.34,0.1,1
1.61,0.005,0.005,2.24,0.08,1
0.51,0.001,0.002,1.97,0.05,1
